visual_node_id,pmid,node_id,degree,component_rank,title,conclusion_text
36809608,36809608,N017609,8,1,Nonsentinel Axillary Lymph Node Status in Clinically Node-Negative Early Breast Cancer After Primary Systemic Therapy and Positive Sentinel Lymph Node: A Predictive Model Proposal.,"In cN0 EBC with post-PST SLN+, non-SLN+ at ALND are infrequent (~22%) and independently associated to PR levels and macrometastatic SLN. ALND-predict multiparametric score accurately predicted absence of non-SLN involvement, identifying most patients who could be safely spared unnecessary ALND. Prospective validation is required."
36797554,36797554,N017610,8,1,Predictability performance of urinary C-C motif chemokine ligand 14 and renal resistive index for persistent sepsis-associated acute kidney injury in ICU patients.,"The RRI obtained from renal Doppler ultrasound is extremely effective in predicting persistent S-AKI in critically ill patients, and urinary CCL14 could not distinguish between transient and persistent S-AKIs."
36773933,36773933,N017618,1,1,Respiratory Support Techniques for COVID-19-Related ARDS in a Sub-Saharan African Country: A Multicenter Observational Study.,"SOX, HFNO, CPAP, NIV, and IMV were used as respiratory support techniques in patients with COVID-19-associated ARDS in Uganda. Although these data are observational, they suggest that the use of SOX and HFNO therapy as well as awake proning are associated with a lower mortality resulting from COVID-19-associated ARDS in a resource-limited setting."
36732413,36732413,N017620,2,1,Increase in methicillin-susceptible Staphylococcus aureus bloodstream infections in Switzerland: a nationwide surveillance study (2008-2021).,"The increasing health burden of MSSA BSI in Switzerland indicates that not only proportions of resistant microorganisms but also total BSI incidences should be monitored. In addition, data stratification revealed that the increase was mainly driven by an increasing incidence in elderly males of the German-speaking region."
36732321,36732321,N017621,4,1,Intravenous versus perineural dexmedetomidine as adjuvant in adductor canal block for total knee arthroplasty.,"While perineural ACB dexmedetomidine had similar intraoperative anti-shivering with less sedative effects as IV dexmedetomidine, it was associated with both less shivering control and superior analgesia post-TKA under spinal anesthesia."
36728329,36728329,N017623,1,1868,Area-Under-Curve-Guided Versus Trough-Guided Monitoring of Vancomycin and Its Impact on Nephrotoxicity: A Systematic Review and Meta-Analysis.,"The AUC-guided approach had a lower risk of nephrotoxicity, supporting the updated American Society of Health-System Pharmacists guidelines."
36727206,36727206,N017624,4,1,Effects of multidirectional elastic tape on pain and function in individuals with lateral elbow tendinopathy: A randomised crossover trial.,"Tensioned multidirectional elastic tape may not immediately improve pain-free grip strength or pressure pain threshold in our lateral elbow tendinopathy population; however, individual variation may exist."
36720658,36720658,N017625,3,1,Survival by Depth of Response and Efficacy by International Metastatic Renal Cell Carcinoma Database Consortium Subgroup with Lenvatinib Plus Pembrolizumab Versus Sunitinib in Advanced Renal Cell Carcinoma: Analysis of the Phase 3 Randomized CLEAR Study.,"Lenvatinib plus pembrolizumab showed improved efficacy versus sunitinib for patients with advanced RCC; landmark analyses showed that tumor response by 6 mo correlated with longer OS. Patients were assigned to cycles of either lenvatinib 20 mg daily plus pembrolizumab 200 mg every 3 wk or sunitinib 50 mg daily for 4 wk (followed by a 2-wk break). Patients who either had a ""complete response"" or had their tumors shrunk by >75% within 6 mo after starting treatment with lenvatinib plus pembrolizumab had better survival than those with less tumor reduction by 6 mo."
36719448,36719448,N017626,8,1,Concurrent multi-session anodal trans-cranial direct current stimulation enhances pelvic floor muscle training effectiveness for female patients with multiple sclerosis suffering from urinary incontinence and pelvic floor dysfunction: a randomized clinical trial study.,"In MS patients, M1 a-tDCS can significantly enhance the effects of PFMT on the PFM function and urinary incontinence."
36710233,36710233,N017628,8,1,"Pain, Anxiety, and Quality of Life of COVID-19 Survivors with Myofascial Pain Syndrome: A cross sectional study.","After recovering from COVID-19, patients with MPS showed increased pain, anxiety, disability, and decreased quality of life."
36702763,36702763,N017631,1,1,Combined Medial and Lateral Approach Versus Paratricipital Approach in Open Reduction and Internal Fixation for Type C Distal Humerus Fracture: A Randomized Controlled Study.,"The combined medial and lateral approach was an effective and safe way of open reduction and internal fixation for type C distal humerus fractures. Compared with the paratricipital approach, the combined medial and lateral approach could restore the elbow function more quickly postoperatively, and the long-term results were comparable."
36651961,36651961,N017636,2,1,Phase 1b study of intravenous coxsackievirus A21 (V937) and ipilimumab for patients with metastatic uveal melanoma.,"Although the combination of V937 with ipilimumab had a manageable safety profile, meaningful clinical benefit was not observed in patients with uveal melanoma and liver metastases."
36632641,36632641,N017638,8,1,Erector spinae plane versus fascia iliaca block after total hip arthroplasty: a randomized clinical trial comparing analgesic effectiveness and motor block.,"ESPBs may be a promising alternative to FIBs for postoperative analgesia after THA. The ESPB and FIB offer similar opioid-sparing benefits in the first 24 h after surgery; however, ESPBs result in less quadriceps motor impairment."
36607429,36607429,N017642,7,1,Immunological effects and activity of multiple doses of zolbetuximab in combination with zoledronic acid and interleukin-2 in a phase 1 study in patients with advanced gastric and gastroesophageal junction cancer.,Zolbetuximab mediates proficient ADCC in patients with pretreated advanced G/GEJ cancers. Co-treatment with ZA + IL-2 did not further improve this effect.
36574067,36574067,N017645,5,1,Clinical and radiological comparison between partial and complete resection of the anterior cruciate ligament in patients with mucoid degeneration of the anterior cruciate ligament: a controlled clinical trial.,"Both arthroscopic debridement and complete resection of the ACL lead to improvement of clinical and radiological findings in isolated MDACL. However, complete resection of the ACL will result in higher instability. Therefore, partial resection might be the better treatment option, especially in young patients with MDACL."
36564576,36564576,N017646,3,99,Topical cyclosporine A cationic ophthalmic emulsion in paediatric vernal keratoconjunctivitis: pooled analysis of randomised NOVATIVE and VEKTIS trials.,CsA CE significantly decreased corneal damage and was safe and well tolerated in patients with VKC. These data support CSA CE as a treatment option for the management of VKC.
36564164,36564164,N017647,1,1869,Compliant sports floors and fall-related injuries: evidence from a residential care setting and updated meta-analysis for all patient care settings.,"Sports floors may be an alternative to novel shock-absorbing floors in care settings; however, more research is needed to improve precision."
